Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerExploitPublicFacingApp,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make the initial access to a container more difficult
ContainerExploitPublicFacingApp,MON-4,Incident response procedures are implemented,Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make the initial access to a container more difficult
ContainerExploitPublicFacingApp,MON-5,Logs are centralized and protected,Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make the initial access to a container more difficult
ContainerExploitPublicFacingApp,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make the initial access to a container more difficult
ContainerExploitPublicFacingApp,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make the initial access to a container more difficult
ContainerExploitPublicFacingApp,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,2,"Monitoring and detection controls enable early identification and response to attacks, but unwanted access needs to be identified correctly"
ContainerExploitPublicFacingApp,NET-1,App container networks are segmented,Exploitability,2,Network security controls limit network access and make it harder for an attacker to navigate to the desired container process
ContainerExploitPublicFacingApp,NET-1,App container networks are segmented,Exposure,3,Network security controls limit network access and reduce attack surface
ContainerExploitPublicFacingApp,NET-2,Host-level firewall rules and network policies are applied,Exploitability,2,Network security controls limit network access and make it harder for an attacker to navigate to the desired container process
ContainerExploitPublicFacingApp,NET-2,Host-level firewall rules and network policies are applied,Exposure,3,Network security controls limit network access and reduce attack surface
ContainerExploitPublicFacingApp,NET-3,Inter-container communication is encrypted,Exploitability,2,Network security controls limit network access and make it harder for an attacker to navigate to the desired container process
ContainerExploitPublicFacingApp,NET-3,Inter-container communication is encrypted,Exposure,3,Network security controls limit network access and reduce attack surface
ContainerExploitPublicFacingApp,NET-4,Ingress/egress controls for containers are implemented,Exploitability,2,Network security controls limit network access and make it harder for an attacker to navigate to the desired container process
ContainerExploitPublicFacingApp,NET-4,Ingress/egress controls for containers are implemented,Exposure,3,Network security controls limit network access and reduce attack surface
ContainerExploitPublicFacingApp,RTS-1,App containers are run as non-root user,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security measures for containers do not reduce the likelihood of attackers gaining initial access to an exposed container
ContainerExploitPublicFacingApp,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security measures for containers do not reduce the attacksurface of a container for initial access
ContainerExploitPublicFacingApp,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,1,"Secrets management controls prevent attackers from accessing credentials (e.g., passwords) to gain initial access"
ContainerExploitPublicFacingApp,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management controls do not reduce the attack surface of an exposed container
ContainerExploitPublicFacingApp,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,1,"Secrets management controls prevent attackers from accessing credentials (e.g., passwords) to gain initial access"
ContainerExploitPublicFacingApp,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management controls do not reduce the attack surface of an exposed container
ContainerExploitPublicFacingApp,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,1,"Secrets management controls prevent attackers from accessing credentials (e.g., passwords) to gain initial access"
ContainerExploitPublicFacingApp,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management controls do not reduce the attack surface of an exposed container
ContainerExploitPublicFacingApp,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,1,"Secrets management controls prevent attackers from accessing credentials (e.g., passwords) to gain initial access"
ContainerExploitPublicFacingApp,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management controls do not reduce the attack surface of an exposed container
ContainerFirewallDisable,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication and access controls do not make network configuration modification more difficult
ContainerFirewallDisable,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,2,Authentication and access controls prevent unauthorized access to the container with the network privileges
ContainerFirewallDisable,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,0,Authentication and access controls do not make network configuration modification more difficult
ContainerFirewallDisable,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,2,Authentication and access controls prevent unauthorized access to the container with the network privileges
ContainerFirewallDisable,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,0,Authentication and access controls do not make network configuration modification more difficult
ContainerFirewallDisable,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,2,Authentication and access controls prevent unauthorized access to the container with the network privileges
ContainerFirewallDisable,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CIC-4,Third-party components used by the app are validated,Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-4,Third-party components used by the app are validated,Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,1,CI/CD and supply chain controls prevent introduction of vulnerabilities to containers with networking privileges
ContainerFirewallDisable,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,1,CI/CD and supply chain controls help to reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,2,Compliance and risk management helps to assess how a container with networking privileges can damage the production environment
ContainerFirewallDisable,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,2,Compliance and risk management practices help to assess measures to restric access to a container with networking privileges
ContainerFirewallDisable,CRM-2,The operation's asset inventory is maintained,Exploitability,2,Compliance and risk management helps to assess how a container with networking privileges can damage the production environment
ContainerFirewallDisable,CRM-2,The operation's asset inventory is maintained,Exposure,2,Compliance and risk management practices help to assess measures to restric access to a container with networking privileges
ContainerFirewallDisable,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,2,Compliance and risk management helps to assess how a container with networking privileges can damage the production environment
ContainerFirewallDisable,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,2,Compliance and risk management practices help to assess measures to restric access to a container with networking privileges
ContainerFirewallDisable,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,2,Compliance and risk management helps to assess how a container with networking privileges can damage the production environment
ContainerFirewallDisable,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,2,Compliance and risk management practices help to assess measures to restric access to a container with networking privileges
ContainerFirewallDisable,HIS-1,The container runtime on the host device is up to date,Exploitability,0,Host infrastructure security does not make network configuration manipulation more difficult
ContainerFirewallDisable,HIS-1,The container runtime on the host device is up to date,Exposure,0,The status of the container runtime does not reduce the attack surface of a container with networking privileges
ContainerFirewallDisable,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,Host infrastructure security does not make network configuration manipulation more difficult
ContainerFirewallDisable,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,2,Configuring the host network configuration as immutable and monitoring changes increases the likelihood of detecting malicious activities
ContainerFirewallDisable,HIS-3,The host device is monitored for unauthorized changes,Exploitability,0,Host infrastructure security does not make network configuration manipulation more difficult
ContainerFirewallDisable,HIS-3,The host device is monitored for unauthorized changes,Exposure,2,Configuring the host network configuration as immutable and monitoring changes increases the likelihood of detecting malicious activities
ContainerFirewallDisable,IMG-1,App images are scanned for vulnerabilities,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-1,App images are scanned for vulnerabilities,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,IMG-2,App uses minimal base images,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-2,App uses minimal base images,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,IMG-3,App images are signed and verified,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-3,App images are signed and verified,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-4,Dockerfiles of the app pin the base image version,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,IMG-5,App images are rebuilt and updated regularly,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-5,App images are rebuilt and updated regularly,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,IMG-6,Device orchestration only uses trusted image registries,Exploitability,0,Container image security practices do not make manipulating network configuration more difficult
ContainerFirewallDisable,IMG-6,Device orchestration only uses trusted image registries,Exposure,1,Container image security practices reduce the software footprint and likelihood of identifying malicious container design
ContainerFirewallDisable,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-1,Container-level logging is enabled,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-4,Incident response procedures are implemented,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-5,Logs are centralized and protected,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make network configuration manipulation more difficult
ContainerFirewallDisable,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,2,Activities of a privileged network container should be monitored to detect malicious activities
ContainerFirewallDisable,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not make manipulating network configuration more difficult
ContainerFirewallDisable,NET-1,App container networks are segmented,Exposure,3,Network security controls greatly improve the isolation of the privileged container and reduce the attack surface
ContainerFirewallDisable,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not make manipulating network configuration more difficult
ContainerFirewallDisable,NET-2,Host-level firewall rules and network policies are applied,Exposure,3,Network security controls greatly improve the isolation of the privileged container and reduce the attack surface
ContainerFirewallDisable,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not make manipulating network configuration more difficult
ContainerFirewallDisable,NET-3,Inter-container communication is encrypted,Exposure,3,Network security controls greatly improve the isolation of the privileged container and reduce the attack surface
ContainerFirewallDisable,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not make manipulating network configuration more difficult
ContainerFirewallDisable,NET-4,Ingress/egress controls for containers are implemented,Exposure,3,Network security controls greatly improve the isolation of the privileged container and reduce the attack surface
ContainerFirewallDisable,RTS-1,App containers are run as non-root user,Exploitability,3,Using a non-root user for the container makes it more difficult gain access to and modify host network configuration
ContainerFirewallDisable,RTS-1,App containers are run as non-root user,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security controls do not make manipulation of network configuration more difficult
ContainerFirewallDisable,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not reduce the attack surface for network hijacking or support detection of malicious activities
ContainerFirewallDisable,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management controls do not increase the efforts and difficulty for network configuration manipulation
ContainerFirewallDisable,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secure secrets management does not reduce the attack surface posed by a privileged network container and does not support detection of configuration manipulation
ContainerFirewallDisable,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management controls do not increase the efforts and difficulty for network configuration manipulation
ContainerFirewallDisable,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secure secrets management does not reduce the attack surface posed by a privileged network container and does not support detection of configuration manipulation
ContainerFirewallDisable,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management controls do not increase the efforts and difficulty for network configuration manipulation
ContainerFirewallDisable,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secure secrets management does not reduce the attack surface posed by a privileged network container and does not support detection of configuration manipulation
ContainerFirewallDisable,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management controls do not increase the efforts and difficulty for network configuration manipulation
ContainerFirewallDisable,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secure secrets management does not reduce the attack surface posed by a privileged network container and does not support detection of configuration manipulation
ContainerKernelModuleLoading,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication and access controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,2,Authentication and access controls prevent unauthorized access to container infrastructure
ContainerKernelModuleLoading,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,0,Authentication and access controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,2,Authentication and access controls prevent unauthorized access to container infrastructure
ContainerKernelModuleLoading,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,0,Authentication and access controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,2,Authentication and access controls prevent unauthorized access to container infrastructure
ContainerKernelModuleLoading,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CIC-4,Third-party components used by the app are validated,Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-4,Third-party components used by the app are validated,Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,1,CI/CD and supply chain controls increase trustworthiness and robustness of the container
ContainerKernelModuleLoading,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,1,CI/CD and supply chain controls prevent introduction of vulnerabilities and support identifying containers that aim to load a malicious module
ContainerKernelModuleLoading,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,1,Compliance and risk management practices help to evaluate the difficulty of causing damage by loading a kernel module
ContainerKernelModuleLoading,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,0,Compliance and risk management do not reduce the attack surface introduced by a container that can load kernel modules
ContainerKernelModuleLoading,CRM-2,The operation's asset inventory is maintained,Exploitability,1,Compliance and risk management practices help to evaluate the difficulty of causing damage by loading a kernel module
ContainerKernelModuleLoading,CRM-2,The operation's asset inventory is maintained,Exposure,0,Compliance and risk management do not reduce the attack surface introduced by a container that can load kernel modules
ContainerKernelModuleLoading,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,1,Compliance and risk management practices help to evaluate the difficulty of causing damage by loading a kernel module
ContainerKernelModuleLoading,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,0,Compliance and risk management do not reduce the attack surface introduced by a container that can load kernel modules
ContainerKernelModuleLoading,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,1,Compliance and risk management practices help to evaluate the difficulty of causing damage by loading a kernel module
ContainerKernelModuleLoading,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,0,Compliance and risk management do not reduce the attack surface introduced by a container that can load kernel modules
ContainerKernelModuleLoading,HIS-1,The container runtime on the host device is up to date,Exploitability,0,Host infrastructure security does not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,HIS-1,The container runtime on the host device is up to date,Exposure,0,Host infrastructure security does not reduce the attack surface required for loading a malicious kernel module
ContainerKernelModuleLoading,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,Host infrastructure security does not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exposure,0,Host infrastructure security does not reduce the attack surface required for loading a malicious kernel module
ContainerKernelModuleLoading,HIS-3,The host device is monitored for unauthorized changes,Exploitability,0,Host infrastructure security does not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,HIS-3,The host device is monitored for unauthorized changes,Exposure,2,Monitoring of the host kernel increases the chance of discovering malicious activities regarding kernel module loading
ContainerKernelModuleLoading,IMG-1,App images are scanned for vulnerabilities,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-1,App images are scanned for vulnerabilities,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,IMG-2,App uses minimal base images,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-2,App uses minimal base images,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,IMG-3,App images are signed and verified,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-3,App images are signed and verified,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-4,Dockerfiles of the app pin the base image version,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,IMG-5,App images are rebuilt and updated regularly,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-5,App images are rebuilt and updated regularly,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,IMG-6,Device orchestration only uses trusted image registries,Exploitability,2,Container image security practices reduce the software footprint and make it more difficult for attackers to load malicious modules
ContainerKernelModuleLoading,IMG-6,Device orchestration only uses trusted image registries,Exposure,2,Container image security practices reduce the software footprint and the attack surface of the privileged container
ContainerKernelModuleLoading,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-1,Container-level logging is enabled,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-4,Incident response procedures are implemented,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-5,Logs are centralized and protected,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
